Person,Country,Age,ID_Organisation,ID_Catalog
George Thompson,Brazil,33,459,487
Helen Williams,Japan,49,459,486
Nina Anderson,South Africa,77,187,475
Yvonne Williams,Brazil,83,29,407
Tina Jackson,South Korea,26,278,162
Wendy Gallagher,Germany,43,300,254
Diana Brown,Italy,18,142,387
Ian Costanza,Sweden,20,187,391
Alice Lewis,Germany,46,420,131
Alice Hall,Belgium,18,29,374
Quentin Moore,Austria,80,150,342
Quentin Harris,Finland,57,267,344
Julia Hunt,Spain,60,95,435
Oscar Thompson,Denmark,82,181,240
Kevin White,South Africa,53,160,497
Ethan Lewis,Netherlands,79,253,175
Bob Davis,Sweden,34,412,185
Ethan Allen,Belgium,72,160,313
Ian Hunt,Netherlands,38,47,218
Mike Brown,Norway,38,98,261
Zachary Prince,South Africa,73,39,353
Julia Gallagher,UK,44,341,163
Oscar Moore,Arizona,44,62,91
Ian Brown,South Korea,47,265,197
Wendy Costanza,Denmark,34,387,118
Charlie Moore,Ukraine,60,105,112
Xavier Thompson,Switzerland,54,468,248
Oscar Walker,South Africa,43,32,448
Yvonne Allen,South Africa,56,500,275
Laura Clark,Australia,74,452,412
Nina White,Israel,65,439,496
Tina Lewis,Japan,60,347,327
Rachel Lewis,India,44,326,15
Ursula Keller,India,81,475,165
Quentin Prince,South Africa,55,327,443
Ethan Lewis,Argentina,41,210,273
Oscar Martin,Italy,18,236,161
Bob Jackson,Austria,26,51,477
Wendy White,Norway,62,412,50
Alice Moore,Israel,85,63,288
Quentin Harris,Denmark,29,45,191
Rachel Clark,UK,24,250,37
Xavier Clark,Arizona,32,304,234
Bob Davis,Netherlands,69,260,110
Ursula Prince,Norway,67,87,332
Ian Gallagher,Germany,65,25,192
Ursula Davis,China,67,320,394
Paula Martin,USA,59,137,127
Kevin King,Australia,67,449,283
Zachary Hunt,Japan,54,364,230
Charlie Lewis,USA,32,342,127
Fiona Moore,China,20,482,418
Wendy Moore,Brazil,32,175,487
Oscar White,Canada,31,481,93
Helen Wright,France,41,441,154
Quentin Lee,Germany,57,210,365
Ian Wright,Sweden,26,227,71
Yvonne Davis,Germany,51,431,203
George King,Japan,25,269,355
Mike King,Puerto Rico,18,334,35
Steve Rodriguez,India,84,482,436
George White,UK,56,155,473
Julia White,Switzerland,29,281,55
Helen Prince,Australia,61,150,462
Oscar Williams,India,40,132,422
Diana Keller,Norway,18,478,176
Ian Allen,USA,73,460,438
Nina Anderson,China,30,333,285
Victor Harris,Canada,50,99,210
Rachel Allen,Italy,40,46,152
Kevin Keller,South Korea,17,399,240
Ethan King,UK,72,392,273
Ian Young,Norway,82,142,169
Rachel Thomas,Germany,38,68,83
Oscar Young,China,64,352,3
Ethan Prince,Germany,70,388,223
Paula Hunt,Ukraine,38,230,303
George King,South Korea,48,462,139
Laura Prince,France,67,226,251
Julia Walker,Australia,24,376,428
Bob King,Switzerland,17,213,107
Xavier Anderson,South Korea,41,428,372
Paula Prince,UK,82,132,86
Kevin Thompson,Norway,50,95,416
Helen Thompson,Brazil,59,108,353
Ian Lewis,Puerto Rico,32,160,268
Nina Clark,Namibia,40,85,83
Kevin King,India,59,14,95
Fiona Thompson,Arizona,49,334,203
Ursula Lewis,USA,40,118,266
Ian Moore,Italy,44,476,245
Bob Jackson,Argentina,79,451,352
Wendy Moore,Ukraine,33,84,94
Zachary Davis,Spain,21,18,376
Julia Williams,Australia,43,339,497
Ian Hunt,Germany,40,116,348
Rachel Moore,Sweden,54,191,471
Yvonne Costanza,Norway,20,407,28
Ethan Prince,Poland,68,123,279
George Harris,Denmark,69,290,144
Ursula King,Switzerland,68,447,174
Quentin Harris,Israel,25,311,296
Paula Rodriguez,Poland,30,430,113
Wendy Walker,Israel,53,411,162
Xavier Jackson,Brazil,36,306,200
Paula Moore,Switzerland,78,437,162
Steve Thomas,Australia,85,108,46
Quentin Walker,Argentina,66,56,204
Nina Harris,India,47,417,154
Fiona Wright,Namibia,20,309,42
Diana Jackson,Mexico,30,195,262
Fiona Thomas,Puerto Rico,74,3,388
Laura Hall,Mexico,30,37,474
Victor Hall,Mexico,20,484,447
Nina White,South Africa,79,204,181
Diana Gallagher,South Africa,77,351,328
Zachary Walker,South Africa,18,235,183
Zachary Keller,Norway,28,103,263
Helen Anderson,Finland,68,85,421
Steve Costanza,India,54,342,308
Kevin Martin,Ukraine,29,172,355
Rachel Hunt,Australia,43,434,27
Tina Thomas,India,67,19,176
Steve Martin,Arizona,68,379,420
Laura Hall,South Africa,26,86,140
Steve Rodriguez,Sweden,45,397,472
Julia Anderson,China,55,196,249
Zachary Lewis,Denmark,42,261,301
Ethan White,Spain,28,414,147
Ursula Lee,India,76,490,110
Yvonne Jackson,Spain,22,266,479
Helen Davis,Russia,66,353,338
Quentin Martin,Arizona,49,454,423
Ian King,Arizona,83,224,427
Quentin Thompson,Switzerland,32,2,235
Charlie Rodriguez,Russia,28,207,316
Ian Anderson,Italy,34,202,386
Tina Moore,Russia,80,367,391
Oscar Hall,Germany,30,176,117
Xavier Lewis,Puerto Rico,50,488,420
Bob White,South Africa,25,296,34
Steve Wright,Israel,84,325,164
Victor Wright,Italy,31,469,247
Julia Gallagher,Denmark,26,160,68
Ethan Thompson,Israel,19,152,184
Charlie Gallagher,Spain,83,349,169
Zachary Clark,Sweden,74,16,287
Diana Brown,Brazil,60,232,350
Ian Keller,Russia,30,19,16
Julia Walker,Netherlands,48,206,19
Yvonne Prince,Australia,85,321,184
Ian Hall,Puerto Rico,38,205,397
Helen Prince,Ukraine,22,263,37
Bob Rodriguez,South Africa,71,227,431
Alice Anderson,Canada,61,423,352
Oscar Lee,UK,43,165,143
Victor Brown,Denmark,50,77,382
Ursula Clark,Spain,44,437,185
Steve Clark,South Africa,84,258,467
Paula Harris,Russia,84,368,410
Nina Thomas,Argentina,52,39,90
Charlie Hunt,Brazil,52,292,195
Alice White,Sweden,79,22,362
Mike Hunt,Puerto Rico,34,116,172
Ethan Harris,South Africa,42,196,46
Diana Keller,Argentina,84,243,30
Wendy Jackson,China,29,459,433
Nina Gallagher,Namibia,51,255,376
Laura Thomas,Namibia,79,494,23
Xavier Wright,Germany,71,131,211
Diana Anderson,Denmark,51,264,126
Zachary Wright,Namibia,61,208,370
Alice Prince,South Africa,70,258,174
Rachel King,Belgium,74,402,226
Quentin Lee,Ukraine,45,376,71
Julia Lee,Arizona,59,410,111
Tina Costanza,France,45,329,201
Charlie Lee,Sweden,32,194,375
Bob Keller,Austria,30,324,191
Xavier Thompson,South Korea,32,445,498
Xavier Costanza,Austria,84,103,231
Xavier Clark,USA,43,232,41
Oscar Davis,South Africa,57,276,451
Rachel Williams,Puerto Rico,52,490,207
Zachary Prince,Australia,21,129,429
Nina Jackson,Israel,57,194,163
Nina Harris,India,65,384,386
George Harris,Switzerland,30,107,470
Tina Hunt,Canada,38,108,441
Alice Thomas,Netherlands,28,30,119
Paula Lee,Netherlands,19,155,330
Rachel Thompson,Sweden,79,371,24
Yvonne Davis,Netherlands,45,103,172
Yvonne Thompson,Sweden,79,323,242
Wendy Young,Norway,16,42,92
Tina Hunt,Canada,35,455,13
Charlie Keller,Sweden,72,8,382
Julia Jackson,China,50,366,4
Victor Rodriguez,Poland,22,474,371
Paula Allen,South Korea,26,474,496
Charlie Keller,Australia,84,69,101
Nina Lewis,South Africa,55,320,123
Rachel Hunt,South Africa,44,45,123
Rachel Williams,UK,43,482,128
Rachel Costanza,Brazil,71,384,234
Xavier King,Switzerland,67,36,154
Xavier Brown,South Korea,79,345,212
Charlie Lee,South Korea,62,456,462
Nina Davis,Poland,84,56,259
Diana Walker,Japan,17,204,359
Tina Lee,South Korea,35,409,487
Zachary Lewis,Netherlands,37,477,121
Charlie Young,India,80,297,365
Kevin Allen,Argentina,42,330,333
Ethan Brown,Japan,20,349,287
Tina Wright,Argentina,25,471,4
Paula Gallagher,India,34,373,409
Ethan Walker,India,54,380,226
Quentin Keller,France,27,320,456
Yvonne Thomas,South Africa,31,4,261
Rachel Costanza,Israel,50,129,78
Kevin Keller,India,53,71,137
Tina King,Israel,27,414,254
Quentin Jackson,Mexico,76,384,256
Alice Hunt,Sweden,32,260,344
Ursula Costanza,Russia,23,309,34
Laura Thompson,Japan,27,6,150
Ursula Keller,Arizona,38,476,490
Helen Thomas,Russia,19,343,383
Ethan Thomas,Australia,60,24,165
Tina Hall,Denmark,42,55,29
Mike King,Spain,70,430,287
Julia Thomas,Japan,75,407,402
Oscar Wright,South Africa,85,313,213
Charlie Allen,China,70,325,274
Oscar Allen,Netherlands,69,65,371
Bob Thomas,Spain,79,188,407
Wendy Rodriguez,Russia,23,486,48
Wendy Thomas,Japan,22,370,15
Quentin Young,Australia,60,472,304
Ursula Gallagher,Sweden,22,199,177
Diana Prince,China,68,286,83
Kevin Prince,Poland,35,457,407
Quentin Clark,UK,21,159,312
Nina Williams,Finland,51,215,289
Bob White,France,80,154,330
Ursula Lewis,Ukraine,27,244,384
Bob Anderson,Canada,22,389,145
Paula Costanza,UK,83,425,226
Rachel Rodriguez,Arizona,58,476,65
Mike Keller,Spain,37,447,384
Quentin Anderson,South Korea,30,120,119
Victor Costanza,Poland,22,442,90
Victor Davis,Germany,43,246,384
Paula Williams,UK,34,123,423
George Jackson,Canada,41,170,412
Bob Martin,Netherlands,75,159,343
Charlie Young,Finland,76,460,28
Quentin Clark,Switzerland,37,260,202
Alice Anderson,China,64,52,160
Helen Jackson,South Africa,44,415,366
Julia Lewis,Italy,80,294,78
Julia White,Poland,73,374,147
Ursula Martin,South Korea,45,101,119
Alice Anderson,UK,43,462,451
Alice Hall,Ukraine,26,257,61
Laura Hall,Namibia,60,121,176
Bob Martin,Canada,35,185,487
Rachel Hall,France,51,314,33
Steve Walker,Mexico,46,227,479
George Keller,Sweden,24,91,417
Tina Costanza,Argentina,64,380,441
Laura Jackson,Austria,59,445,337
Alice Gallagher,Canada,17,327,273
Bob White,Switzerland,85,362,153
Yvonne Moore,Australia,73,305,190
Charlie Costanza,Netherlands,51,203,167
Charlie Rodriguez,Switzerland,63,450,481
Tina Prince,Mexico,71,59,323
Fiona Brown,Italy,49,21,374
Oscar Lewis,Namibia,44,141,10
Bob Thompson,Arizona,25,411,352
Ursula Martin,Germany,28,377,16
Rachel Young,India,30,438,476
Oscar Wright,Brazil,55,427,311
Xavier Lewis,South Africa,41,90,49
Laura White,India,46,436,316
Zachary Thompson,Poland,41,53,254
Kevin Hunt,Denmark,28,408,95
Victor Gallagher,Mexico,18,460,460
Ursula Hall,Germany,20,69,161
Steve Costanza,India,58,439,277
Charlie Rodriguez,India,59,20,328
Alice Gallagher,Australia,76,489,383
Ian Williams,Argentina,78,191,331
Paula Allen,Argentina,49,446,70
Helen White,Russia,20,363,428
Fiona Wright,South Africa,55,93,57
Ursula Thomas,Canada,84,364,262
Julia Davis,Denmark,45,482,457
Wendy Anderson,South Korea,78,240,333
Steve Gallagher,India,69,314,403
Xavier Costanza,Australia,16,178,189
Charlie Wright,Finland,75,3,405
Ian White,Switzerland,45,6,149
Helen Anderson,South Africa,30,186,463
Steve Rodriguez,Namibia,34,354,200
Quentin Moore,South Korea,53,113,123
Victor Moore,Sweden,30,500,135
Ursula Williams,Australia,18,117,11
Alice Rodriguez,China,16,114,311
Charlie Davis,Italy,54,7,252
Laura White,Puerto Rico,84,406,224
Fiona Davis,Belgium,43,130,260
Julia Young,South Korea,45,481,31
Kevin Costanza,Israel,49,477,386
Ursula Moore,Ukraine,61,11,406
Quentin Hunt,India,34,271,326
Rachel Rodriguez,China,66,42,120
Oscar Walker,Russia,57,351,264
Rachel King,UK,78,116,406
Ethan Moore,Italy,55,195,115
Laura Jackson,South Korea,34,274,157
Nina Clark,Belgium,43,390,467
Ursula Allen,Arizona,38,27,108
Fiona Costanza,Argentina,44,392,80
Yvonne Hunt,China,23,160,313
Ian Keller,Canada,77,496,356
Julia Williams,Spain,64,181,176
Rachel Jackson,Netherlands,49,188,287
Alice Gallagher,Brazil,47,62,15
Quentin Prince,Namibia,61,332,144
Xavier Rodriguez,UK,57,383,350
Zachary Davis,Mexico,46,338,265
Quentin Allen,Netherlands,76,116,250
Ursula King,South Africa,21,301,294
Ian Hall,South Africa,79,47,274
Ursula King,Japan,41,424,445
Ethan Thomas,France,68,77,453
Charlie Young,South Korea,68,49,119
George White,Mexico,72,97,408
Xavier Keller,China,23,87,442
Yvonne Jackson,Poland,60,387,421
Yvonne Allen,Austria,40,149,323
Rachel Prince,Mexico,30,438,450
Ursula White,Puerto Rico,74,341,57
Rachel Brown,Arizona,48,290,70
Ethan King,Switzerland,70,213,185
Ethan Rodriguez,Finland,29,328,133
Diana Lewis,USA,81,388,432
Fiona King,Arizona,51,163,337
Oscar Anderson,Finland,68,179,439
Steve Walker,Australia,63,10,250
Nina Costanza,India,76,426,354
Zachary Keller,Belgium,52,434,397
George White,India,79,58,93
Diana Thomas,Austria,47,28,256
Alice Walker,Germany,58,272,106
Zachary Williams,Mexico,37,395,385
Rachel Harris,Sweden,35,123,34
Alice Gallagher,Austria,61,353,164
Paula Thomas,China,49,350,150
Tina Costanza,Austria,66,252,117
Kevin Hunt,China,67,9,267
Helen Thomas,France,37,467,427
Quentin Lewis,Puerto Rico,51,400,2
Tina Costanza,Sweden,50,466,485
Tina Allen,Austria,51,244,413
Zachary Lee,Switzerland,62,113,318
Wendy Wright,Ukraine,65,84,410
Diana Young,Poland,53,77,361
Zachary Martin,Canada,68,233,433
Charlie Clark,Spain,68,377,245
Alice Davis,Sweden,71,34,299
Charlie Martin,Denmark,72,113,96
Zachary Hunt,Italy,74,333,395
Oscar White,South Africa,24,153,136
Paula Moore,Netherlands,19,394,144
Kevin Keller,India,72,375,403
Mike Lewis,Puerto Rico,28,357,223
Ethan Thompson,Austria,35,406,417
Ian Keller,Belgium,22,386,206
Helen Brown,France,75,302,272
Fiona Costanza,Sweden,25,243,257
Paula King,Sweden,62,443,215
Helen Lee,Netherlands,25,56,258
Oscar Rodriguez,China,65,73,197
Ursula Lewis,Argentina,77,225,113
Kevin Young,Italy,22,181,433
Victor Wright,Puerto Rico,43,154,154
Yvonne Martin,Argentina,59,413,2
Alice Lee,South Korea,73,316,347
Ian Thompson,Spain,45,437,332
Mike King,China,65,438,211
Ethan Young,France,85,228,294
Ethan Lewis,Austria,85,452,197
Helen Walker,South Africa,78,232,424
Nina Keller,Denmark,65,118,443
Laura Hunt,China,46,207,6
Bob Wright,Arizona,62,189,6
Ian Williams,South Africa,30,364,101
Quentin Keller,Namibia,22,51,34
Oscar Jackson,Australia,85,331,68
Bob Wright,China,17,255,248
Ursula Lewis,Namibia,84,349,206
Diana Clark,Netherlands,63,213,362
Charlie Martin,South Africa,49,21,455
Fiona Rodriguez,USA,32,456,473
Rachel Williams,Australia,37,464,494
Fiona Hall,Israel,53,431,199
Nina Davis,Belgium,57,48,243
Wendy White,South Africa,66,210,94
Mike White,India,22,153,465
George Rodriguez,Argentina,41,101,387
Steve Gallagher,Switzerland,82,136,13
Tina Lewis,Italy,39,397,203
Tina Davis,Puerto Rico,67,393,131
Steve Rodriguez,Finland,73,228,500
Julia Gallagher,Arizona,42,430,162
Steve Rodriguez,Mexico,23,348,350
Victor Thompson,UK,57,154,240
Ethan Brown,Canada,71,138,435
Mike Allen,Poland,34,301,487
Nina Thompson,Mexico,76,57,257
Tina Davis,South Africa,68,277,23
Paula Keller,Italy,21,15,474
Charlie Thompson,China,76,206,197
Victor Brown,Germany,38,82,8
Bob Walker,Brazil,71,158,396
Ethan Costanza,Namibia,37,70,128
Kevin Jackson,Netherlands,34,16,309
Julia Prince,Spain,49,498,173
Ursula Allen,Austria,39,325,321
Diana Hunt,UK,37,185,133
Ursula Williams,Mexico,29,41,453
George Lewis,Austria,58,134,179
Fiona Jackson,Poland,28,228,398
Mike Jackson,Belgium,44,216,156
Tina Jackson,UK,38,209,76
Quentin Lee,China,63,347,499
Paula Hunt,Germany,40,365,461
Diana Thomas,Switzerland,17,208,52
Julia Keller,Netherlands,81,257,485
Laura Clark,South Korea,73,21,308
Victor Lewis,UK,69,307,295
Xavier Young,Italy,32,115,404
Paula Davis,Germany,49,156,297
Alice Moore,China,29,115,338
Nina Anderson,South Africa,85,490,315
Alice Harris,Argentina,75,264,161
Rachel Williams,Switzerland,28,73,330
Zachary Thompson,China,20,173,98
Victor Rodriguez,India,58,39,369
Wendy Clark,Ukraine,43,374,390
Ian Gallagher,Arizona,22,118,292
Xavier Thompson,India,41,119,483
Quentin Williams,UK,48,464,47
Ian Hall,Switzerland,37,335,465
Yvonne Allen,Belgium,55,326,155
Diana Wright,USA,49,393,69
George Hunt,USA,20,458,497
Wendy Hall,Denmark,62,280,193
Fiona Allen,Switzerland,44,133,288
Paula Clark,Japan,45,153,440
Fiona Davis,Japan,52,225,331
Julia Harris,Puerto Rico,56,440,460
Paula Keller,Spain,56,44,363
Ursula Anderson,China,58,452,215
Charlie Thompson,Switzerland,27,91,144
Helen Hunt,Italy,74,294,490
Ethan Anderson,China,67,59,237
Ian Brown,India,57,326,365
George Allen,France,21,394,171
Mike Clark,South Africa,31,439,230
Ethan Moore,Sweden,50,29,201
Steve Moore,Ukraine,49,60,117
Yvonne Gallagher,Denmark,40,368,364
Bob Hall,China,56,476,29
Rachel Walker,Canada,32,315,259
George Brown,Australia,34,39,392
Helen Costanza,Puerto Rico,19,130,342
Kevin Wright,France,43,332,264
Nina Williams,India,37,318,153
George Brown,Belgium,33,258,235
George King,South Africa,58,64,71
Steve White,Italy,72,346,351
Ethan Rodriguez,Ukraine,58,278,197
Paula Lee,Brazil,31,195,463
Alice Walker,Australia,76,263,218
George Young,South Korea,84,475,226
Nina King,Finland,66,469,382
Diana Hunt,Argentina,23,479,210
Tina White,Poland,36,453,64
Diana Brown,Ukraine,43,41,204
Diana Jackson,Denmark,66,242,368
Rachel Hall,Ukraine,72,387,54
George Anderson,Japan,30,485,425
Ethan Lee,Australia,84,351,432
Quentin Davis,USA,50,87,436
George Rodriguez,Poland,39,130,231
Tina Harris,Poland,61,149,495
Laura Brown,Namibia,57,166,134
Rachel Clark,Ukraine,81,439,421
Ursula King,France,65,294,26
Julia Keller,China,81,271,277
Tina Lewis,South Korea,85,444,456
Julia King,South Africa,16,203,20
Ethan Wright,Denmark,20,293,326
Laura Lee,Israel,22,177,348
Ursula Hunt,China,83,294,317
Bob Gallagher,USA,79,239,256
George Brown,Namibia,27,169,118
Bob Gallagher,India,42,104,489
Mike Wright,Puerto Rico,73,32,177
Ethan Lewis,India,33,181,120
Rachel Thomas,China,34,480,430
Wendy Thompson,China,44,74,192
Helen Keller,Canada,61,267,388
Rachel Clark,Mexico,18,156,389
Charlie Martin,Netherlands,78,141,91
Ethan Prince,Canada,30,46,382
Yvonne Jackson,Israel,50,159,332
Quentin King,Norway,17,75,347
Julia King,Belgium,25,10,348
Wendy Davis,Denmark,84,48,451
Bob Moore,China,47,456,247
Paula Hall,India,45,8,482
Tina Walker,Ukraine,28,362,156
Ursula Wright,Austria,17,229,98
Paula Gallagher,Germany,55,21,125
Ursula Gallagher,Israel,17,146,156
Bob Prince,Spain,25,228,285
Kevin Martin,Sweden,55,103,205
Charlie Anderson,Ukraine,62,422,17
Charlie Gallagher,UK,48,123,43
Fiona Clark,South Africa,84,447,218
Nina Thompson,Arizona,60,197,151
Mike Lee,Namibia,41,196,124
George King,Australia,20,292,145
Quentin Young,China,68,260,430
Laura Costanza,Russia,16,353,269
Paula Brown,Japan,54,195,58
Quentin Moore,Germany,36,244,358
Helen Lee,Canada,50,410,200
Oscar Rodriguez,India,27,157,497
Wendy Wright,Denmark,51,81,171
Yvonne Williams,Namibia,82,376,90
Helen Hunt,Mexico,41,320,211
Steve Martin,Israel,73,348,421
Paula Costanza,Australia,47,252,81
Ian Lewis,Spain,37,333,45
Helen Keller,Canada,55,486,3
Mike Davis,Argentina,67,351,315
Ursula Thomas,Austria,18,184,203
Steve Hunt,Arizona,48,473,190
Bob White,Belgium,61,342,269
Fiona Harris,Russia,70,378,299
Diana Costanza,South Africa,44,322,389
Quentin Hall,Japan,35,392,174
Rachel Brown,Netherlands,56,443,201
Fiona Davis,Arizona,50,244,224
Alice Thomas,Israel,23,153,76
Ian Prince,South Korea,34,355,347
Nina Jackson,Denmark,35,217,37
Mike Brown,Mexico,67,153,127
Bob Young,UK,72,83,157
Oscar Harris,Denmark,17,493,470
Laura King,Sweden,25,431,112
Tina Allen,China,83,108,237
Julia Moore,Denmark,64,407,370
Tina Wright,India,79,242,373
Paula Wright,Netherlands,55,396,382
Fiona Anderson,Spain,77,262,160
Zachary Allen,Japan,38,434,276
Victor Moore,Belgium,29,69,387
Xavier Clark,Australia,70,500,55
Fiona Anderson,Puerto Rico,73,312,291
Tina Thomas,Namibia,25,299,160
Wendy Brown,Belgium,31,91,434
Oscar White,Austria,27,371,6
Julia Brown,South Africa,76,427,97
Ethan Jackson,Argentina,66,258,493
Ian Clark,Japan,19,194,436
Fiona Anderson,Puerto Rico,25,483,482
Mike White,Austria,40,323,438
Yvonne Allen,Belgium,56,36,477
Fiona Williams,Ukraine,49,57,182
Zachary Hunt,Namibia,19,374,248
Quentin Martin,Israel,75,393,248
Bob Prince,Belgium,64,71,471
Bob Young,Australia,46,99,195
Ethan Moore,UK,67,191,394
Helen Hall,Japan,42,416,242
Rachel Lewis,Ukraine,65,354,71
George Jackson,South Korea,44,188,333
Charlie Gallagher,UK,55,185,280
Zachary Lewis,Belgium,44,363,283
Laura Lee,Finland,33,149,419
Alice Jackson,France,23,143,424
Kevin Wright,Russia,18,376,205
Ursula Harris,Belgium,17,192,285
Quentin Brown,Poland,36,329,134
George Lewis,Namibia,26,173,270
Ursula Clark,Brazil,36,80,485
Laura Moore,Germany,37,57,55
Nina Rodriguez,Denmark,67,498,341
Alice Gallagher,Netherlands,83,450,437
Charlie Anderson,Namibia,66,467,180
Nina Hall,China,77,283,57
Yvonne White,Mexico,40,495,197
Zachary Davis,Japan,56,124,286
Helen Keller,Denmark,65,391,328
Yvonne Thomas,South Korea,41,145,239
Wendy Thomas,India,22,120,151
Ursula Hunt,South Africa,75,281,383
Yvonne Anderson,Ukraine,66,223,375
Charlie Prince,Ukraine,60,205,288
Ursula Davis,Belgium,16,306,197
Julia Hall,Germany,63,225,262
Paula Martin,Belgium,19,391,396
Xavier Davis,China,85,81,347
Tina Harris,China,52,384,322
Paula Keller,UK,73,150,472
Rachel Young,UK,35,234,307
Paula Young,Canada,79,104,7
Diana Lewis,South Africa,55,203,431
Laura Wright,Australia,29,244,150
Laura Walker,Austria,56,285,298
Wendy Rodriguez,South Africa,41,412,284
Nina Rodriguez,South Korea,54,432,116
Wendy Rodriguez,UK,66,452,268
Ian Prince,Israel,63,239,457
Steve White,Norway,74,101,284
Charlie Jackson,South Africa,73,296,481
Tina Moore,Canada,83,42,177
Nina Davis,Switzerland,18,65,405
Ursula Keller,Spain,77,447,494
Mike Costanza,Russia,66,365,324
Yvonne Lee,South Korea,79,106,498
Yvonne Lewis,Arizona,66,268,238
Victor Allen,Denmark,62,299,465
